duration,first_blood_time,dire_kills,radiant_kills,radiant_win
1372,109,19.0,17.0,False
1768,103,34.0,13.0,False
2166,88,33.0,28.0,False
2592,246,20.0,40.0,True
3027,27,71.0,57.0,False
1387,13,16.0,29.0,True
1407,51,21.0,39.0,True
1140,45,25.0,9.0,False
1966,92,25.0,32.0,True
2158,120,31.0,20.0,False
1355,80,12.0,26.0,True
3035,151,33.0,35.0,True
2303,80,29.0,43.0,True
2979,0,51.0,60.0,True
1768,14,31.0,38.0,True
1880,42,37.0,14.0,False
1452,304,10.0,26.0,True
2724,66,42.0,27.0,False
2810,47,25.0,40.0,True
1887,112,8.0,24.0,True
1238,0,9.0,21.0,True
1831,112,24.0,43.0,True
3571,55,28.0,49.0,True
1902,177,28.0,54.0,True
678,21,7.0,12.0,True
3672,79,67.0,64.0,False
723,54,3.0,35.0,True
2274,83,19.0,37.0,True
2508,0,25.0,29.0,False
1646,38,19.0,48.0,True
2752,53,34.0,44.0,True
3027,157,50.0,60.0,True
2244,41,26.0,46.0,True
2894,144,50.0,43.0,True
3015,2,68.0,40.0,False
3068,184,40.0,43.0,True
2216,82,28.0,37.0,True
1591,66,36.0,17.0,False
2286,0,37.0,67.0,True
2252,51,21.0,37.0,True
2215,16,34.0,56.0,True
1645,42,34.0,15.0,False
1934,96,63.0,23.0,False
1922,37,26.0,34.0,True
3458,137,43.0,54.0,True
2018,56,31.0,45.0,True
2093,277,24.0,42.0,True
2373,68,39.0,52.0,True
2121,213,41.0,34.0,True
2887,75,15.0,35.0,True
2661,36,30.0,43.0,True
1554,118,12.0,26.0,True
1776,42,37.0,28.0,False
2467,110,49.0,20.0,False
3518,59,40.0,43.0,True
2823,197,27.0,25.0,False
3226,67,49.0,53.0,False
3069,0,66.0,63.0,True
2792,157,54.0,35.0,False
1714,126,19.0,39.0,True
3027,104,53.0,58.0,False
2903,51,37.0,20.0,False
1589,0,14.0,30.0,True
2434,45,32.0,42.0,True
1005,0,19.0,4.0,False
1413,52,10.0,28.0,True
1065,34,11.0,23.0,True
1920,72,29.0,35.0,True
1627,20,27.0,10.0,False
1422,121,8.0,23.0,True
2158,6,27.0,17.0,False
1250,79,17.0,28.0,True
2577,51,54.0,57.0,True
3165,0,54.0,35.0,False
1934,0,31.0,18.0,False
2531,9,29.0,25.0,False
4655,43,72.0,96.0,False
2303,3,38.0,31.0,False
2667,216,16.0,27.0,True
1263,96,11.0,28.0,True
1508,86,12.0,29.0,True
1926,189,26.0,16.0,False
1954,174,37.0,30.0,False
3903,137,33.0,45.0,False
1600,34,7.0,29.0,True
1429,162,14.0,22.0,True
1896,92,34.0,23.0,False
2038,111,14.0,35.0,True
1004,180,7.0,15.0,True
1617,174,29.0,8.0,False
4079,84,35.0,43.0,True
2604,93,37.0,32.0,False
2229,55,33.0,38.0,True
2012,65,24.0,51.0,True
1991,123,22.0,42.0,True
2859,133,65.0,43.0,False
1735,355,17.0,36.0,True
1360,126,27.0,19.0,False
3142,57,41.0,45.0,False
1906,74,33.0,18.0,False
3163,102,64.0,44.0,False
1907,76,44.0,20.0,False
3073,62,41.0,32.0,True
1372,80,7.0,24.0,True
2954,144,27.0,49.0,True
1763,48,44.0,13.0,False
1670,174,13.0,39.0,True
2404,76,43.0,40.0,True
3701,96,63.0,43.0,False
1569,4,15.0,40.0,True
3031,264,31.0,55.0,True
2035,12,57.0,19.0,False
2160,48,46.0,11.0,False
1927,270,30.0,18.0,False
2469,3,33.0,43.0,True
1950,78,19.0,30.0,True
2778,226,33.0,46.0,True
1681,220,21.0,11.0,False
2580,53,9.0,26.0,True
1945,117,20.0,13.0,False
2715,397,23.0,42.0,True
1637,75,20.0,8.0,False
1904,186,19.0,9.0,False
1563,95,12.0,38.0,True
1913,2,53.0,12.0,False
1826,12,45.0,14.0,False
2479,102,35.0,17.0,False
2710,4,25.0,36.0,True
1312,11,12.0,36.0,True
1455,176,25.0,23.0,False
2246,306,28.0,8.0,False
1918,66,27.0,15.0,False
1968,179,12.0,35.0,True
1755,256,15.0,31.0,True
1458,43,16.0,41.0,True
2585,158,36.0,22.0,False
2227,147,17.0,29.0,True
2100,219,36.0,15.0,False
1454,50,10.0,32.0,True
1908,0,69.0,22.0,False
2369,51,11.0,27.0,True
1165,29,22.0,8.0,False
3887,1,36.0,37.0,False
2517,107,15.0,23.0,True
2428,319,16.0,8.0,False
5730,227,70.0,32.0,False
2789,70,35.0,58.0,True
852,0,5.0,25.0,True
1100,63,13.0,30.0,True
1882,159,9.0,24.0,True
1914,25,17.0,32.0,True
2113,185,22.0,28.0,True
3677,2,42.0,60.0,True
2552,92,31.0,27.0,False
1662,49,16.0,46.0,True
1832,65,33.0,30.0,False
2532,76,40.0,26.0,True
2415,202,13.0,49.0,True
1619,109,45.0,14.0,False
1091,25,14.0,4.0,False
1618,64,38.0,17.0,False
2111,234,23.0,42.0,True
2085,0,48.0,27.0,False
1317,93,22.0,10.0,False
1342,146,8.0,21.0,True
2056,237,41.0,26.0,False
2408,182,36.0,56.0,False
1767,245,17.0,29.0,True
2419,157,38.0,48.0,True
2372,85,31.0,30.0,True
2681,68,34.0,30.0,False
1377,168,21.0,12.0,False
2217,84,52.0,22.0,False
2357,112,24.0,37.0,True
1804,149,15.0,47.0,True
1987,97,21.0,38.0,True
1859,4,14.0,48.0,True
1346,2,8.0,25.0,True
1943,126,0.0,0.0,False
1301,23,0.0,0.0,True
1187,2,0.0,0.0,False
1455,245,0.0,0.0,True
1935,102,0.0,0.0,False
2992,108,0.0,0.0,False
1004,40,0.0,0.0,True
2078,119,0.0,0.0,False
1601,385,0.0,0.0,False
3863,1,0.0,0.0,False
2160,46,0.0,0.0,True
1180,225,0.0,0.0,False
1990,262,0.0,0.0,True
1793,109,0.0,0.0,True
3638,74,0.0,0.0,False
937,295,0.0,0.0,True
1914,103,0.0,0.0,True
1851,109,0.0,0.0,True
1596,157,0.0,0.0,False
2310,254,0.0,0.0,False
1800,182,0.0,0.0,False
2974,135,0.0,0.0,False
1451,243,0.0,0.0,True
1176,73,0.0,0.0,True
1657,0,0.0,0.0,False
2262,187,0.0,0.0,False
2428,193,0.0,0.0,False
2433,110,0.0,0.0,True
2235,184,0.0,0.0,True
2156,8,0.0,0.0,False
2449,79,0.0,0.0,False
1759,0,0.0,0.0,False
3508,139,0.0,0.0,True
4005,148,0.0,0.0,False
1721,63,0.0,0.0,True
2857,101,0.0,0.0,True
1414,114,0.0,0.0,False
2306,3,0.0,0.0,False
2074,37,0.0,0.0,True
3229,304,0.0,0.0,False
2411,101,0.0,0.0,False
1915,118,0.0,0.0,True
1003,44,0.0,0.0,True
2727,83,0.0,0.0,True
1860,0,0.0,0.0,True
2245,287,0.0,0.0,False
1667,251,0.0,0.0,True
3358,138,0.0,0.0,True
2661,0,0.0,0.0,True
1329,81,0.0,0.0,True
2420,228,0.0,0.0,False
2477,0,0.0,0.0,True
2521,0,0.0,0.0,False
2425,87,0.0,0.0,True
2122,191,0.0,0.0,False
1832,184,0.0,0.0,True
1506,128,0.0,0.0,True
1979,4,0.0,0.0,False
1563,159,0.0,0.0,False
2909,226,0.0,0.0,True
2441,44,0.0,0.0,True
1797,286,0.0,0.0,True
2852,0,0.0,0.0,False
3566,76,0.0,0.0,True
2285,127,0.0,0.0,True
2674,104,0.0,0.0,True
2071,62,0.0,0.0,False
2733,38,0.0,0.0,False
1293,135,0.0,0.0,False
1395,170,0.0,0.0,False
2728,266,0.0,0.0,False
2500,58,0.0,0.0,True
2368,58,0.0,0.0,True
1970,48,0.0,0.0,True
2873,64,0.0,0.0,False
2345,90,0.0,0.0,False
1850,86,0.0,0.0,True
2342,95,0.0,0.0,True
2037,73,0.0,0.0,True
2115,21,0.0,0.0,True
1591,112,0.0,0.0,False
1328,160,0.0,0.0,True
934,53,0.0,0.0,True
1168,2,0.0,0.0,False
2447,0,0.0,0.0,False
2015,194,0.0,0.0,False
2022,139,0.0,0.0,True
3173,10,0.0,0.0,True
2273,140,0.0,0.0,True
1633,135,0.0,0.0,False
1313,20,0.0,0.0,True
3674,148,0.0,0.0,True
1891,111,0.0,0.0,False
1586,164,0.0,0.0,False
4278,139,0.0,0.0,False
1799,0,0.0,0.0,True
2276,313,0.0,0.0,True
1167,0,0.0,0.0,True
2641,299,0.0,0.0,True
1928,163,0.0,0.0,True
3164,56,0.0,0.0,False
1879,6,0.0,0.0,False
2138,0,0.0,0.0,False
2576,419,0.0,0.0,False
2691,104,0.0,0.0,False
2045,0,0.0,0.0,True
2134,219,0.0,0.0,True
1571,67,0.0,0.0,True
2499,0,0.0,0.0,True
1529,392,0.0,0.0,False
1876,112,0.0,0.0,True
2679,219,0.0,0.0,False
1213,0,0.0,0.0,False
2053,105,0.0,0.0,True
4117,173,0.0,0.0,False
3178,211,0.0,0.0,False
1597,0,0.0,0.0,True
3114,78,0.0,0.0,False
1936,54,0.0,0.0,False
1839,78,0.0,0.0,False
3105,0,0.0,0.0,False
4141,392,0.0,0.0,True
1833,3,0.0,0.0,True
2529,0,0.0,0.0,False
1473,100,0.0,0.0,False
2778,139,0.0,0.0,True
1335,205,0.0,0.0,False
1976,152,0.0,0.0,True
2567,38,0.0,0.0,True
1234,157,0.0,0.0,False
2372,213,0.0,0.0,False
1010,2,0.0,0.0,True
1078,39,0.0,0.0,True
2256,74,0.0,0.0,True
2383,7,0.0,0.0,False
4804,75,0.0,0.0,False
2420,376,0.0,0.0,True
2249,69,0.0,0.0,True
1626,88,0.0,0.0,True
4172,94,0.0,0.0,False
3144,0,0.0,0.0,False
2171,235,0.0,0.0,False
2969,39,0.0,0.0,False
2679,275,0.0,0.0,False
1720,61,0.0,0.0,True
1752,3,0.0,0.0,True
3611,65,0.0,0.0,True
1289,30,0.0,0.0,True
2805,9,0.0,0.0,True
1042,28,0.0,0.0,True
2131,0,0.0,0.0,False
2630,3,0.0,0.0,True
2487,83,0.0,0.0,False
1391,63,0.0,0.0,True
1507,0,0.0,0.0,False
2776,75,0.0,0.0,False
1615,5,0.0,0.0,True
2804,72,0.0,0.0,False
2986,125,0.0,0.0,False
1881,105,0.0,0.0,False
3440,254,0.0,0.0,False
1187,1,0.0,0.0,True
2023,250,0.0,0.0,True
2502,42,0.0,0.0,True
2097,205,0.0,0.0,True
983,159,0.0,0.0,True
2218,125,0.0,0.0,False
1683,110,0.0,0.0,False
2144,107,0.0,0.0,False
2004,79,0.0,0.0,False
1978,6,0.0,0.0,False
2071,170,0.0,0.0,False
1632,101,0.0,0.0,False
1100,0,0.0,0.0,False
1864,68,0.0,0.0,True
2236,35,0.0,0.0,False
3544,84,0.0,0.0,False
2255,128,0.0,0.0,False
1551,121,0.0,0.0,False
2064,0,0.0,0.0,False
2206,172,0.0,0.0,False
2064,17,0.0,0.0,False
2438,137,0.0,0.0,False
1647,85,0.0,0.0,True
1965,10,0.0,0.0,False
2198,3,0.0,0.0,True
1858,96,0.0,0.0,False
2766,11,0.0,0.0,True
2018,0,0.0,0.0,True
2943,0,0.0,0.0,False
2535,0,0.0,0.0,False
1633,125,0.0,0.0,True
1579,96,0.0,0.0,False
1311,99,0.0,0.0,True
1450,43,0.0,0.0,True
2369,69,0.0,0.0,True
1968,12,0.0,0.0,False
1724,0,0.0,0.0,True
1926,73,0.0,0.0,True
3682,8,0.0,0.0,False
2118,126,0.0,0.0,False
1255,78,0.0,0.0,False
1698,113,0.0,0.0,False
2212,4,0.0,0.0,False
1607,18,0.0,0.0,True
2019,65,0.0,0.0,True
3232,126,0.0,0.0,False
2542,2,0.0,0.0,False
2002,71,0.0,0.0,True
2815,1,0.0,0.0,True
1513,1,0.0,0.0,True
3138,15,0.0,0.0,False
781,0,0.0,0.0,True
1166,24,0.0,0.0,False
2378,425,0.0,0.0,False
1180,4,0.0,0.0,False
1441,22,0.0,0.0,False
2293,8,0.0,0.0,True
1998,96,0.0,0.0,True
2407,10,0.0,0.0,False
2360,103,0.0,0.0,False
3228,115,0.0,0.0,True
1632,142,0.0,0.0,False
1943,184,0.0,0.0,False
2032,96,0.0,0.0,False
662,162,0.0,0.0,False
1872,8,0.0,0.0,True
1265,153,0.0,0.0,True
1385,51,0.0,0.0,True
1943,216,0.0,0.0,False
3234,43,0.0,0.0,True
1066,146,0.0,0.0,True
2591,74,0.0,0.0,True
3554,323,0.0,0.0,False
3771,2,0.0,0.0,True
1728,48,0.0,0.0,True
2836,15,0.0,0.0,False
4636,285,0.0,0.0,True
2270,0,0.0,0.0,True
3062,75,0.0,0.0,True
3803,120,0.0,0.0,False
1744,258,0.0,0.0,True
3306,6,0.0,0.0,False
3424,0,0.0,0.0,False
3875,50,0.0,0.0,False
1667,0,0.0,0.0,False
1630,99,0.0,0.0,False
1864,263,0.0,0.0,True
2350,195,0.0,0.0,True
1974,2,0.0,0.0,True
1865,152,0.0,0.0,False
2280,79,0.0,0.0,False
1559,121,0.0,0.0,False
2134,131,0.0,0.0,False
2679,148,0.0,0.0,False
2199,340,0.0,0.0,False
2296,44,0.0,0.0,True
2606,144,0.0,0.0,False
1604,0,0.0,0.0,True
1247,73,0.0,0.0,True
1571,0,0.0,0.0,False
2992,331,0.0,0.0,True
1855,175,0.0,0.0,True
2418,82,0.0,0.0,True
2882,3,0.0,0.0,False
3103,0,0.0,0.0,False
1951,442,0.0,0.0,True
1630,329,0.0,0.0,False
2368,75,0.0,0.0,True
3126,310,0.0,0.0,True
1935,36,0.0,0.0,True
2831,223,0.0,0.0,False
2523,126,0.0,0.0,True
2153,11,0.0,0.0,False
2970,7,0.0,0.0,True
1380,70,0.0,0.0,False
2698,253,0.0,0.0,False
3223,119,0.0,0.0,False
2975,112,0.0,0.0,True
2917,233,0.0,0.0,False
1819,109,0.0,0.0,False
3416,273,0.0,0.0,True
3099,2,0.0,0.0,False
3637,259,0.0,0.0,False
2198,172,0.0,0.0,False
3701,97,0.0,0.0,False
2965,103,0.0,0.0,True
1625,0,0.0,0.0,False
2501,283,0.0,0.0,True
2321,282,0.0,0.0,False
2696,88,0.0,0.0,False
3584,319,0.0,0.0,False
1810,79,0.0,0.0,False
2164,49,0.0,0.0,True
2640,2,0.0,0.0,True
1913,109,0.0,0.0,False
2917,250,0.0,0.0,True
3907,151,0.0,0.0,False
1689,135,0.0,0.0,True
1959,56,0.0,0.0,True
3196,302,0.0,0.0,True
2132,112,0.0,0.0,False
1833,233,0.0,0.0,True
2793,275,0.0,0.0,False
1950,53,0.0,0.0,False
2661,0,0.0,0.0,False
2053,0,0.0,0.0,True
2375,228,0.0,0.0,False
2166,263,0.0,0.0,True
1556,90,0.0,0.0,True
2405,248,0.0,0.0,False
3810,27,0.0,0.0,False
1846,95,0.0,0.0,False
956,163,0.0,0.0,True
2628,233,0.0,0.0,False
2389,287,0.0,0.0,False
2404,2,0.0,0.0,True
1791,0,0.0,0.0,False
3253,0,0.0,0.0,False
2536,89,0.0,0.0,False
1646,147,0.0,0.0,True
1353,43,0.0,0.0,False
2356,0,0.0,0.0,False
3509,201,0.0,0.0,False
1965,181,0.0,0.0,False
2385,0,0.0,0.0,True
2461,258,0.0,0.0,True
2081,0,0.0,0.0,True
1829,139,0.0,0.0,False
1998,209,0.0,0.0,True
3169,9,0.0,0.0,False
1741,656,0.0,0.0,False
2896,123,0.0,0.0,False
1144,5,0.0,0.0,False
1689,51,0.0,0.0,False
3523,56,0.0,0.0,True
2374,169,0.0,0.0,False
2128,65,0.0,0.0,False
2415,270,0.0,0.0,False
3065,224,0.0,0.0,False
2241,211,0.0,0.0,False
2042,195,0.0,0.0,False
1188,116,0.0,0.0,True
1539,160,0.0,0.0,False
2100,137,0.0,0.0,True
1697,54,0.0,0.0,True
1199,211,0.0,0.0,False
2864,125,0.0,0.0,True
3764,0,0.0,0.0,True
1668,114,0.0,0.0,True
3258,125,0.0,0.0,False
1277,249,0.0,0.0,False
2148,5,0.0,0.0,True
1440,191,0.0,0.0,True
2167,285,0.0,0.0,False
2448,112,0.0,0.0,False
2095,30,0.0,0.0,True
1990,107,0.0,0.0,False
2595,313,0.0,0.0,False
3521,115,0.0,0.0,False
2492,48,0.0,0.0,False
2502,173,0.0,0.0,True
2877,166,0.0,0.0,True
1000,227,0.0,0.0,True
1374,227,0.0,0.0,True
1943,60,0.0,0.0,True
3427,414,0.0,0.0,True
1839,254,0.0,0.0,True
2291,308,0.0,0.0,False
2001,169,0.0,0.0,False
1407,9,0.0,0.0,True
1992,213,0.0,0.0,False
2015,0,0.0,0.0,True
3090,0,0.0,0.0,True
2640,0,0.0,0.0,True
1592,246,0.0,0.0,True
3517,262,0.0,0.0,True
2929,37,0.0,0.0,True
1622,106,0.0,0.0,True
1830,43,0.0,0.0,True
1012,184,0.0,0.0,True
1455,47,0.0,0.0,True
2299,173,0.0,0.0,False
1614,271,0.0,0.0,True
2808,302,0.0,0.0,False
1775,58,0.0,0.0,True
1446,186,0.0,0.0,True
2582,189,0.0,0.0,False
2959,50,0.0,0.0,False
1511,397,0.0,0.0,True
1230,0,0.0,0.0,True
2478,262,0.0,0.0,False
2222,72,0.0,0.0,True
1685,240,0.0,0.0,False
2238,91,0.0,0.0,True
2427,6,0.0,0.0,True
2606,179,0.0,0.0,False
1907,112,0.0,0.0,True
2123,185,0.0,0.0,False
3491,96,0.0,0.0,False
2400,159,0.0,0.0,False
1686,257,0.0,0.0,False
2147,103,0.0,0.0,False
1949,253,0.0,0.0,True
2858,31,0.0,0.0,True
2996,13,0.0,0.0,True
2333,151,0.0,0.0,True
2068,152,0.0,0.0,False
1518,131,0.0,0.0,False
2576,62,0.0,0.0,False
1738,129,0.0,0.0,True
1594,45,0.0,0.0,False
2657,10,0.0,0.0,True
2458,13,0.0,0.0,True
2430,0,0.0,0.0,True
2129,91,0.0,0.0,False
2393,70,0.0,0.0,True
1754,113,0.0,0.0,False
2045,54,0.0,0.0,True
2274,110,0.0,0.0,True
1599,68,0.0,0.0,False
2511,100,0.0,0.0,True
2619,144,0.0,0.0,True
2119,40,0.0,0.0,False
1272,60,0.0,0.0,True
1733,73,0.0,0.0,False
1641,337,0.0,0.0,False
2481,104,0.0,0.0,True
4612,121,0.0,0.0,False
1765,103,0.0,0.0,True
1406,176,0.0,0.0,True
3222,198,0.0,0.0,False
2624,163,0.0,0.0,True
2210,145,0.0,0.0,True
1859,75,0.0,0.0,True
1797,49,0.0,0.0,True
2818,337,0.0,0.0,False
3137,42,0.0,0.0,False
2251,301,0.0,0.0,False
2203,146,0.0,0.0,True
1939,218,0.0,0.0,True
613,47,0.0,0.0,False
3039,49,0.0,0.0,True
1755,15,0.0,0.0,False
2604,218,0.0,0.0,False
1744,171,0.0,0.0,False
1289,93,0.0,0.0,True
2988,39,0.0,0.0,False
1517,539,0.0,0.0,False
1687,0,0.0,0.0,True
2113,0,0.0,0.0,False
1073,0,0.0,0.0,False
2569,28,0.0,0.0,False
1975,108,0.0,0.0,True
2791,50,0.0,0.0,False
799,162,0.0,0.0,True
1137,164,0.0,0.0,True
1705,76,0.0,0.0,False
1055,238,0.0,0.0,True
2232,80,0.0,0.0,False
1530,40,0.0,0.0,False
2178,227,0.0,0.0,True
3012,218,0.0,0.0,False
1388,73,0.0,0.0,True
1267,66,0.0,0.0,False
2167,240,0.0,0.0,False
2104,169,0.0,0.0,False
1944,75,0.0,0.0,False
2374,181,0.0,0.0,True
2952,65,0.0,0.0,False
3020,46,0.0,0.0,False
632,200,0.0,0.0,True
1521,227,0.0,0.0,False
1947,41,0.0,0.0,False
1637,137,0.0,0.0,True
1402,219,0.0,0.0,False
2108,320,0.0,0.0,True
1687,150,0.0,0.0,True
1850,89,0.0,0.0,False
1424,207,0.0,0.0,True
2469,221,0.0,0.0,True
1766,96,0.0,0.0,True
2172,141,0.0,0.0,True
2008,66,0.0,0.0,False
1768,40,0.0,0.0,True
1803,152,0.0,0.0,False
902,141,0.0,0.0,True
1939,524,0.0,0.0,True
2670,240,0.0,0.0,False
1880,93,0.0,0.0,True
1701,51,0.0,0.0,True
1753,208,0.0,0.0,True
3029,49,0.0,0.0,False
1715,190,0.0,0.0,True
1520,46,0.0,0.0,True
2502,171,0.0,0.0,True
2246,286,0.0,0.0,False
2784,129,0.0,0.0,False
2903,168,0.0,0.0,False
3113,170,0.0,0.0,True
2414,188,0.0,0.0,False
2140,223,0.0,0.0,True
2095,222,0.0,0.0,True
1245,35,0.0,0.0,True
2281,79,0.0,0.0,False
2301,271,0.0,0.0,True
2106,98,0.0,0.0,False
3556,103,0.0,0.0,True
1175,111,0.0,0.0,False
2630,56,0.0,0.0,False
2153,46,0.0,0.0,True
2436,169,0.0,0.0,True
2121,262,0.0,0.0,True
3073,79,43.0,25.0,False
3538,10,44.0,48.0,False
1755,63,22.0,20.0,False
2547,92,27.0,37.0,True
1796,25,36.0,33.0,False
1397,64,17.0,36.0,True
1662,3,22.0,39.0,True
2122,76,29.0,42.0,True
1801,71,22.0,34.0,True
1445,183,3.0,26.0,True
1879,0,22.0,22.0,True
1321,63,34.0,4.0,False
4831,220,63.0,49.0,True
2936,60,31.0,39.0,True
1611,95,34.0,22.0,False
2559,149,35.0,38.0,True
2560,6,39.0,46.0,True
2165,70,40.0,32.0,False
2934,97,29.0,53.0,True
1991,80,50.0,23.0,False
2085,101,36.0,25.0,False
2574,6,46.0,26.0,False
1828,93,38.0,15.0,False
2519,43,60.0,33.0,False
2344,109,39.0,45.0,True
3108,153,52.0,39.0,False
2442,113,33.0,46.0,False
2144,114,41.0,21.0,False
2848,91,36.0,50.0,True
1587,0,19.0,32.0,True
961,0,28.0,6.0,False
860,0,30.0,9.0,False
2652,29,41.0,42.0,True
1378,201,8.0,32.0,True
1537,2,26.0,31.0,True
1485,178,18.0,36.0,True
2034,47,27.0,37.0,True
1612,35,22.0,35.0,True
2663,88,29.0,45.0,True
2070,0,40.0,28.0,False
1671,155,20.0,28.0,True
2674,63,48.0,51.0,True
4659,189,47.0,39.0,True
1175,188,31.0,9.0,False
1421,102,17.0,28.0,True
1553,0,10.0,26.0,True
1482,153,11.0,31.0,True
3312,66,63.0,55.0,False
2545,0,25.0,32.0,True
3153,18,37.0,30.0,False
2299,0,32.0,28.0,True
1613,18,20.0,36.0,True
2306,88,39.0,35.0,False
1469,80,16.0,43.0,True
1827,144,28.0,12.0,False
2480,0,45.0,14.0,False
2315,44,36.0,46.0,True
2417,4,37.0,36.0,False
2653,0,45.0,45.0,False
1766,133,40.0,17.0,False
2035,201,34.0,27.0,False
2206,0,18.0,52.0,True
1616,0,36.0,10.0,False
3197,38,40.0,48.0,True
1867,64,20.0,23.0,True
1501,180,24.0,21.0,False
2766,0,29.0,53.0,True
2339,163,21.0,39.0,True
2243,71,48.0,40.0,False
2959,15,59.0,24.0,False
2764,72,38.0,47.0,False
1909,173,41.0,11.0,False
1533,257,18.0,32.0,True
1466,114,39.0,24.0,False
2633,170,26.0,42.0,True
3380,58,51.0,40.0,False
1977,0,25.0,25.0,False
1665,0,43.0,30.0,False
1489,0,49.0,20.0,False
1461,295,25.0,10.0,False
1333,0,15.0,36.0,True
1432,68,9.0,25.0,True
1874,159,19.0,47.0,True
1442,105,10.0,29.0,True
2484,99,27.0,40.0,True
2183,0,24.0,34.0,True
2079,113,41.0,28.0,False
1711,271,21.0,32.0,True
931,32,20.0,4.0,False
2576,52,11.0,27.0,True
1645,107,10.0,31.0,True
3861,167,54.0,43.0,False
2496,111,39.0,26.0,False
1465,0,36.0,16.0,False
2659,38,50.0,41.0,False
1696,209,13.0,46.0,True
1980,0,33.0,24.0,False
1548,157,17.0,25.0,True
2273,17,67.0,34.0,False
2093,162,23.0,29.0,True
1316,29,6.0,27.0,True
1630,0,29.0,42.0,True
2469,68,34.0,45.0,True
1643,87,19.0,32.0,True
2732,7,36.0,51.0,True
2625,0,37.0,47.0,False
2481,85,56.0,36.0,False
3019,99,50.0,57.0,False
2386,7,34.0,32.0,False
2338,103,27.0,43.0,True
1591,111,22.0,22.0,False
2065,54,25.0,33.0,True
2163,0,23.0,24.0,True
2074,1,47.0,22.0,False
1665,39,36.0,20.0,False
1964,24,45.0,21.0,False
1856,7,19.0,38.0,True
853,4,5.0,22.0,True
1990,86,46.0,39.0,False
1653,139,28.0,44.0,True
2011,106,35.0,24.0,False
1991,141,28.0,34.0,True
2716,7,29.0,44.0,True
1680,2,15.0,33.0,True
1744,126,27.0,15.0,False
1892,130,58.0,20.0,False
2825,12,46.0,31.0,False
1778,118,40.0,33.0,False
1635,71,27.0,14.0,False
1938,276,45.0,17.0,False
1602,160,22.0,37.0,True
1914,103,31.0,23.0,False
1623,35,19.0,31.0,True
1721,0,38.0,17.0,False
2185,189,44.0,21.0,False
2362,68,55.0,32.0,False
2385,153,54.0,32.0,False
2387,97,19.0,39.0,True
1570,42,15.0,36.0,True
1744,0,20.0,46.0,True
2867,89,47.0,31.0,False
2552,9,53.0,42.0,True
3024,142,50.0,37.0,False
1581,2,13.0,21.0,True
1371,150,35.0,7.0,False
2187,82,21.0,53.0,True
2548,90,35.0,43.0,False
1572,80,27.0,45.0,True
1720,189,34.0,17.0,False
1843,108,46.0,14.0,False
1615,154,36.0,22.0,False
553,35,6.0,14.0,True
2079,105,52.0,24.0,False
2475,150,39.0,20.0,False
1647,0,29.0,16.0,False
2725,0,54.0,38.0,False
2634,154,23.0,40.0,True
2093,110,25.0,32.0,False
1662,8,29.0,18.0,False
1693,106,30.0,21.0,False
1255,0,25.0,17.0,False
2246,5,57.0,14.0,False
1551,0,28.0,8.0,False
2882,161,50.0,35.0,False
2469,13,32.0,29.0,True
1511,146,10.0,26.0,True
1854,66,44.0,29.0,False
503,73,2.0,15.0,True
2183,214,24.0,44.0,True
1504,60,10.0,35.0,True
373,7,2.0,3.0,False
2014,138,41.0,37.0,False
2267,120,32.0,32.0,False
2575,0,30.0,41.0,True
1877,155,10.0,32.0,True
2353,0,52.0,45.0,False
1969,178,9.0,27.0,True
1834,98,6.0,33.0,True
2596,105,50.0,29.0,False
2205,73,37.0,29.0,True
2682,0,46.0,33.0,False
1864,79,23.0,16.0,False
3203,96,36.0,62.0,True
2633,83,31.0,43.0,True
2799,62,56.0,29.0,False
1507,145,42.0,12.0,False
2934,62,49.0,61.0,True
3400,156,43.0,51.0,True
2077,0,38.0,27.0,False
3418,157,63.0,43.0,False
2644,79,37.0,20.0,False
3172,29,45.0,54.0,True
2069,216,36.0,11.0,False
3127,145,35.0,46.0,True
1973,0,33.0,20.0,False
2431,162,43.0,37.0,True
1581,127,15.0,28.0,True
1983,11,32.0,17.0,False
2044,72,23.0,42.0,True
2045,51,24.0,40.0,True
1225,49,8.0,25.0,True
1350,7,42.0,16.0,False
2649,166,28.0,42.0,True
1657,0,34.0,18.0,False
2154,38,24.0,29.0,True
1636,194,10.0,34.0,True
1464,35,24.0,34.0,True
1446,55,27.0,16.0,False
1570,380,23.0,8.0,False
1898,102,14.0,35.0,True
1725,44,20.0,50.0,True
2028,75,34.0,23.0,False
1283,147,4.0,27.0,True
2391,154,45.0,40.0,False
1991,92,43.0,28.0,False
2019,49,39.0,23.0,False
1231,80,31.0,9.0,False
2251,7,39.0,37.0,True
2286,11,30.0,40.0,True
1555,29,14.0,35.0,True
1921,201,21.0,44.0,True
1646,95,21.0,48.0,True
2788,22,43.0,41.0,False
1921,116,38.0,12.0,False
1308,99,28.0,9.0,False
826,107,5.0,6.0,True
2165,60,38.0,37.0,False
985,116,24.0,13.0,False
1164,111,24.0,9.0,False
1930,0,28.0,36.0,True
2553,7,38.0,37.0,False
1932,96,39.0,16.0,False
1984,8,29.0,42.0,True
1672,102,29.0,37.0,True
1020,2,12.0,25.0,True
2227,331,43.0,27.0,False
2841,159,29.0,49.0,True
2027,0,28.0,41.0,True
2931,77,51.0,26.0,False
1509,119,14.0,36.0,True
1440,112,34.0,12.0,False
