match_id,match_seq_num,radiant_win,start_time,duration,avg_mmr,num_mmr,lobby_type,game_mode,avg_rank_tier,num_rank_tier,cluster
5223420412,4383094183,true,1580656305,2568,1767,3,7,22,52,4,156
5223420418,4383089666,true,1580656305,2506,2234,2,7,22,46,5,227
5223420506,4383085139,true,1580656303,2289,1979,1,7,22,29,5,138
5223420507,4383086505,false,1580656301,2174,2594,4,7,22,44,10,182
5223420610,4383132174,false,1580656311,4364,2767,6,7,22,49,9,136
5223420617,4383071282,true,1580656309,1768,708,1,7,22,31,5,188
5223420701,4383089993,true,1580656312,2555,1771,2,7,22,26,7,132
5223420800,4383083431,false,1580656316,2241,2636,1,7,22,28,7,185
5223420806,4383106309,true,1580656315,3251,2766,3,7,22,35,6,193
5223420808,4383076575,false,1580656310,1903,2566,2,7,22,39,2,202
5223420812,4383093017,false,1580656302,2627,849,1,7,22,23,2,133
5223421007,4383093143,false,1580656288,2621,2870,2,7,22,31,3,202
5223421018,4383098527,false,1580656324,2713,1616,1,7,22,32,3,153
5223421105,4383071837,true,1580656320,1673,2802,1,7,22,32,4,132
5223421108,4383075002,true,1580656328,1871,2293,1,7,22,52,4,145
5223421109,4383079787,true,1580656329,2103,2486,2,7,22,38,4,134
5223421111,4383067316,false,1580656326,1608,1862,2,7,22,35,6,183
5223421204,4383076911,false,1580656332,1937,2967,5,0,22,49,9,183
5223421300,4383082819,false,1580656330,2174,2084,3,7,22,26,7,227
5223421301,4383088706,false,1580656331,2382,2573,1,0,22,52,3,182
5223421304,4383093443,true,1580656336,2608,2915,2,7,22,47,5,135
5223421410,4383083979,false,1580656339,2236,2633,2,7,22,45,4,154
5223421413,4383090595,true,1580656334,2536,2395,1,7,22,45,6,185
5223421418,4383094818,true,1580656340,2707,863,1,7,22,22,4,192
5223421500,4383098476,false,1580656341,2864,847,1,7,22,21,2,155
5223421504,4383097891,true,1580656341,2853,2389,3,7,22,45,8,182
5223421507,4383077964,false,1580656339,1939,2452,2,7,22,38,7,188
5223421608,4383085023,true,1580656345,2100,2587,1,7,22,32,4,181
5223421609,4383064273,true,1580656331,1407,2201,1,7,22,35,3,154
5223421613,4383094761,false,1580656344,2618,2298,1,7,22,44,8,192
5223421703,4383101072,true,1580656347,2889,2410,1,7,22,24,2,135
5223421706,4383071442,false,1580656338,1724,2555,3,7,22,42,6,181
5223421803,4383087324,true,1580656350,2377,1677,1,7,22,41,5,182
5223421817,4383082099,true,1580656351,2146,2421,1,7,22,25,5,131
5223421909,4383116638,true,1580656359,3222,2542,1,7,22,44,5,152
5223421914,4383087480,false,1580656356,2162,2216,2,7,22,33,4,138
5223421916,4383082755,true,1580656338,2190,2633,2,7,22,48,8,182
5223422006,4383089090,true,1580656359,2326,1570,2,7,22,39,8,188
5223422011,4383098540,false,1580656353,2801,2982,1,7,22,32,4,152
5223422013,4383099318,true,1580656361,2885,2756,2,7,22,40,6,154
5223422110,4383098115,true,1580656358,2784,1389,2,7,22,27,3,241
5223422111,4383110794,true,1580656367,3348,2317,2,7,22,39,7,193
5223422112,4383100093,true,1580656367,2889,2644,3,7,22,40,7,231
5223422403,4383099611,false,1580656372,2895,2388,2,7,22,34,3,155
5223422502,4383084659,false,1580656368,2164,2072,3,0,22,43,3,153
5223422609,4383072561,true,1580656363,1747,1300,2,7,22,24,4,186
5223422702,4383089617,false,1580656384,2453,1924,2,7,22,25,4,236
5223422703,4383098925,false,1580656385,2865,1178,3,7,22,24,6,181
5223422707,4383122161,false,1580656383,3765,2192,5,7,22,58,5,152
5223422712,4383105324,true,1580656368,3098,2469,3,7,22,40,9,227
5223422806,4383080700,false,1580656382,2081,2706,3,7,22,46,6,183
5223422811,4383070653,false,1580656378,1648,874,1,7,22,21,4,188
5223422902,4383097601,true,1580656363,2767,1856,1,7,22,29,4,138
5223423102,4383065287,true,1580656400,1405,1920,3,0,22,41,4,187
5223423205,4383104787,true,1580656400,2935,2085,3,7,22,42,6,154
5223423213,4383089607,true,1580656401,2438,1741,2,0,22,29,4,186
5223423219,4383085833,true,1580656403,2249,2911,2,7,22,51,5,137
5223423401,4383108683,true,1580656394,3198,810,1,7,22,19,3,192
5223423403,4383082510,false,1580656392,1966,2366,1,7,22,33,4,121
5223423406,4383071613,false,1580656405,1683,2711,2,7,22,46,3,187
5223423516,4383079173,true,1580656412,1927,2520,1,0,22,34,3,225
5223423600,4383088522,false,1580656412,2336,2222,1,7,22,26,5,186
5223423603,4383083957,true,1580656412,2136,1959,3,7,22,48,7,133
5223423906,4383076978,false,1580656424,1688,2142,1,7,22,48,2,251
5223424101,4383102324,false,1580656426,2944,2243,3,7,22,35,5,137
5223424102,4383106637,true,1580656426,3078,1988,3,0,22,33,2,188
5223424110,4383082886,true,1580656427,2103,2468,1,7,22,30,5,183
5223424210,4383103249,false,1580656435,2941,2317,1,7,22,32,4,136
5223424211,4383068537,true,1580656435,1511,1236,2,7,22,35,4,134
5223424219,4383073305,false,1580656437,1736,2275,5,7,22,33,7,191
5223424402,4383080586,true,1580656441,1979,2161,3,7,22,42,8,227
5223424408,4383097240,false,1580656434,2649,2735,3,7,22,52,6,187
5223424508,4383085566,true,1580656443,2167,1791,2,7,22,41,4,251
5223424512,4383084260,true,1580656438,2107,2368,2,0,22,42,3,154
5223424515,4383071236,true,1580656430,1336,2758,5,7,22,52,10,131
5223424516,4383086880,false,1580656411,2213,1471,1,7,22,33,6,187
5223424615,4383106194,false,1580656435,3069,2610,4,7,22,39,4,193
5223424716,4383075801,true,1580656453,1793,1825,2,7,22,42,6,225
5223424801,4383074595,false,1580656424,1662,1928,2,7,22,33,4,187
5223424802,4383096084,false,1580656451,2620,2697,3,7,22,39,6,183
5223424808,4383104584,true,1580656455,3003,2593,1,7,22,31,4,156
5223424816,4383094722,true,1580656435,2552,2961,1,7,22,54,7,185
5223425009,4383092240,true,1580656457,2463,2297,3,7,22,38,6,138
5223425012,4383097880,false,1580656457,2539,2063,2,7,22,31,4,193
5223425102,4383070482,true,1580656463,1561,2720,5,7,22,56,8,227
5223425110,4383100016,false,1580656464,2737,952,2,7,22,26,7,184
5223425118,4383091958,false,1580656455,2270,2908,1,7,22,35,5,223
5223425219,4383091174,true,1580656463,2448,1883,1,7,22,40,3,183
5223425303,4383107837,true,1580656470,3055,1948,2,7,22,34,5,154
5223425307,4383082130,true,1580656463,2031,2275,2,7,22,39,7,225
5223425311,4383092206,false,1580656467,2439,2674,1,7,22,28,3,182
5223425409,4383074315,true,1580656473,1591,2312,1,7,22,41,4,183
5223425411,4383092174,true,1580656475,2414,2225,2,7,22,37,5,193
5223425414,4383076175,false,1580656465,1782,1673,1,7,22,23,2,131
5223425501,4383075356,false,1580656459,1747,2647,1,7,22,33,6,137
5223425502,4383108194,false,1580656469,3177,1103,1,7,22,23,3,202
5223425506,4383074993,false,1580656473,1698,1530,1,7,22,46,3,155
5223425611,4383071423,true,1580656448,1604,1996,4,7,22,43,7,132
5223425616,4383089214,true,1580656479,2234,2578,2,7,22,52,6,153
5223425713,4383108226,true,1580656485,3054,2696,2,7,22,43,3,187
5223425715,4383100985,true,1580656485,2618,2072,3,7,22,39,6,152
5223425718,4383107973,true,1580656481,3159,2542,2,7,22,43,7,138
5223425811,4383086409,true,1580656480,2227,2464,1,0,22,22,5,134
5223425816,4383079499,false,1580656487,1911,543,1,7,22,35,4,181
5223425910,4383093983,false,1580656489,2497,409,1,7,22,21,5,193
5223426004,4383065908,true,1580656489,1379,2151,1,7,22,52,8,145
5223426008,4383098495,true,1580656494,2653,1808,1,7,22,26,5,153
5223426111,4383099734,false,1580656497,2741,2985,4,7,22,39,7,181
5223426113,4383100994,true,1580656499,2756,1961,1,7,22,24,2,185
5223426114,4383065426,false,1580656499,1279,2335,3,7,22,51,7,185
5223426116,4383101457,true,1580656495,2797,1714,1,7,22,18,4,183
5223426118,4383111778,false,1580656491,3228,2553,2,7,22,30,7,236
5223426119,4383107000,false,1580656501,2980,2517,1,7,22,21,3,132
5223426219,4383107593,false,1580656500,2958,2321,2,7,22,34,5,191
5223426304,4383097892,true,1580656500,2693,621,2,7,22,25,6,227
5223426306,4383106788,false,1580656488,2863,2907,2,7,22,50,7,151
5223426309,4383081896,false,1580656497,1944,1232,1,7,22,48,4,184
5223426401,4383084693,false,1580656511,2080,2123,1,7,22,41,7,151
5223426403,4383129724,true,1580656511,4005,1758,1,7,22,46,7,134
5223426404,4383146208,true,1580656511,4724,2784,2,7,22,42,4,201
5223426417,4383099672,true,1580656506,2716,2620,2,7,22,43,4,182
5223426614,4383083640,false,1580656512,2114,2088,1,7,22,27,4,193
5223426616,4383095624,false,1580656481,2540,2374,2,7,22,45,3,251
5223426618,4383147363,true,1580656516,4936,2421,5,7,22,57,6,181
5223426619,4383104701,false,1580656513,2958,505,1,0,22,22,3,186
5223426802,4383081421,true,1580656522,1935,2277,1,7,22,33,4,122
5223426804,4383099279,false,1580656523,2700,2215,2,7,22,40,3,191
5223426805,4383095513,false,1580656524,2567,2330,2,0,22,34,5,135
5223426807,4383090112,false,1580656514,2329,2908,1,7,22,50,5,251
5223426900,4383100791,true,1580656520,2725,2545,3,7,22,28,4,193
5223427011,4383088336,true,1580656528,2189,2653,1,7,22,41,6,231
5223427015,4383086093,true,1580656530,2146,2165,1,7,22,39,3,184
5223427103,4383099037,false,1580656533,2600,2426,3,7,22,47,8,155
5223427105,4383079370,false,1580656532,1793,1254,1,7,22,48,5,193
5223427204,4383125037,true,1580656529,3823,2237,3,7,22,37,5,188
5223427205,4383097276,true,1580656538,2548,2448,2,0,22,52,5,232
5223427208,4383096289,false,1580656532,2547,2902,2,7,22,43,3,156
5223427209,4383072501,true,1580656532,1569,1718,1,7,22,36,6,134
5223427306,4383113588,false,1580656543,3113,1832,1,7,22,38,2,144
5223427309,4383095575,false,1580656507,2393,1993,2,0,22,26,4,193
5223427319,4383077680,false,1580656529,1711,678,1,7,22,45,7,182
5223427409,4383085326,true,1580656544,1984,2870,3,7,22,56,6,121
5223427417,4383077883,true,1580656541,1766,774,1,7,22,33,3,183
5223427418,4383080890,false,1580656532,1796,1465,3,7,22,21,5,188
5223427509,4383093974,false,1580656527,2480,2811,3,7,22,31,8,187
5223427515,4383087968,false,1580656547,2112,2822,1,0,22,32,3,187
5223427600,4383099261,true,1580656511,2688,2017,1,7,22,19,3,183
5223427618,4383080310,true,1580656546,1890,1423,1,7,22,42,3,188
5223427700,4383080699,true,1580656553,1900,1907,1,7,22,48,5,153
